watermark,is_custom_deck,draw_before,number_to_play,card_text
CAE,t,0,1,Prince Blueblood&#39;s cutie mark represents [blank].
CAE,t,0,1,Rainbow Dash has always wanted [blank].
CAE,t,0,1,Rainbow Dash is the only pony in all of Equestria who can [blank].
CAE,t,0,1,Rainbow Dash received a concussion after flying into [blank].
CAE,t,0,1,Rarity has a long forgotten line of clothing inspired by [blank].
CAE,t,0,1,Rarity was supposed to have a song about [blank]&#44; but it was cut.
CAE,t,0,1,Rarity&#39;s latest dress design was inspired by [blank].
CAE,t,0,1,Should the Elements of Harmony fail&#44; [blank] is to be used as a last resort.
CAE,t,0,1,Super Speedy [blank] Squeezy 5000.
CAE,t,0,1,Surprisingly&#44; Canterlot has a museum of [blank].
CAE,t,0,1,The Elements of Harmony were originally the Elements of [blank].
CAE,t,0,1,The Everfree forest is full of [blank].
CAE,t,0,1,The national anthem of Equestria is [blank].
CAE,t,0,1,The only way to get Opal in the bath is with [blank].
CAE,t,0,2,The worst mishap caused by Princess Cadance was when she made [blank] and [blank] fall in love.
CAE,t,0,1,To much controversy&#44; Princess Celestia made [blank] illegal.
CAE,t,0,2,Today&#44; Mayor Mare announced her official campaign position on [blank] and [blank]. No pony was the least bit surprised.
CAE,t,0,1,Twilight got bored with the magic of friendship&#44; and now studies the magic of [blank].
CAE,t,0,1,Twilight Sparkle owns far more books on [blank] than she&#39;d like to admit.
CAE,t,0,1,When Luna got to the moon&#44; she was greeted with [blank].
CAE,t,0,1,When Spike is asleep&#44; Twilight likes to read books about [blank].
CAE,t,0,1,Without any warning&#44; Pinkie Pie burst into a song about [blank].
CAE,t,0,1,You&#39;re a human transported to Equestria! The first thing you&#39;d look for is [blank].
CAE,t,0,2,Zecora is a well known supplier of [blank] and [blank].
CAH,f,2,3,[blank] + [blank] = [blank].
CAH,f,2,3,[blank] + [blank] = [blank].
CAH,f,2,3,[blank] + [blank] = [blank].
CAH,f,0,2,[blank] is a slippery slope that leads to [blank].
CAH,f,0,2,[blank] is a slippery slope that leads to [blank].
CAH,f,0,2,[blank] is a slippery slope that leads to [blank].
CAH,f,0,1,[blank]. Betcha can&#39;t have just one!
CAH,f,0,1,[blank]. Betcha can&#39;t have just one!
CAH,f,0,1,[blank]. Betcha can&#39;t have just one!
CAH,f,0,1,[blank]. High five&#44; bro.
CAH,f,0,1,[blank]. High five&#44; bro.
CAH,f,0,1,[blank]. High five&#44; bro.
CAH,f,0,1,[blank]. It&#39;s a trap!
CAH,f,0,1,[blank]. It&#39;s a trap!
CAH,f,0,1,[blank]. It&#39;s a trap!
CAH,f,0,1,[blank]. That&#39;s how I want to die.
CAH,f,0,1,[blank]. That&#39;s how I want to die.
CAH,f,0,1,[blank]. That&#39;s how I want to die.
CAH,f,0,1,[blank]: Good to the last drop.
CAH,f,0,1,[blank]: Good to the last drop.
CAH,f,0,1,[blank]: Good to the last drop.
CAH,f,0,1,[blank]: kid-tested&#44; mother-approved.
CAH,f,0,1,[blank]: kid-tested&#44; mother-approved.
CAH,f,0,1,[blank]: kid-tested&#44; mother-approved.
CAH,f,0,1,[blank]? There&#39;s an app for that.
CAH,f,0,1,[blank]? There&#39;s an app for that.
CAH,f,0,1,A romantic&#44; candlelit dinner would be incomplete without [blank].
CAH,f,0,1,A romantic&#44; candlelit dinner would be incomplete without [blank].
CAH,f,0,1,A romantic&#44; candlelit dinner would be incomplete without [blank].
CAH,f,0,1,After Hurricane Katrina&#44; Sean Penn brought [blank] to all the people of New Orleans.
CAH,f,0,1,After the earthquake&#44; Sean Penn brought [blank] to the people of Haiti.
CAH,f,0,1,After the earthquake&#44; Sean Penn brought [blank] to the people of Haiti.
CAH,f,0,1,Alternative medicine is now embracing the curative powers of [blank].
CAH,f,0,1,Alternative medicine is now embracing the curative powers of [blank].
CAH,f,0,1,Alternative medicine is now embracing the curative powers of [blank].
CAH,f,0,2,And the Academy Award for [blank] goes to [blank].
CAH,f,0,2,And the Academy Award for [blank] goes to [blank].
CAH,f,0,2,And the Academy Award for [blank] goes to [blank].
CAH,f,0,1,Anthropologists have recently discovered a primitive tribe that worships [blank].
CAH,f,0,1,Anthropologists have recently discovered a primitive tribe that worships [blank].
CAH,f,0,1,BILLY MAYS HERE FOR [blank].
CAH,f,0,1,BILLY MAYS HERE FOR [blank].
CAH,f,0,1,BILLY MAYS HERE FOR [blank].
CAH,f,0,1,But before I kill you&#44; Mr. Bond&#44; I must show you [blank].
CAH,f,0,1,But before I kill you&#44; Mr. Bond&#44; I must show you [blank].
CAH,f,0,1,But before I kill you&#44; Mr. Bond&#44; I must show you [blank].
CAH,f,0,1,Coming to Broadway this season&#44; [blank]: The Musical.
CAH,f,0,1,Coming to Broadway this season&#44; [blank]: The Musical.
CAH,f,0,1,Coming to Broadway this season&#44; [blank]: The Musical.
CAH,f,0,1,Daddy&#44; why is Mommy crying?
CAH,f,0,1,Dear Abby&#44;<br><br>I&#39;m having some trouble with [blank] and would like your advice.
CAH,f,0,1,Dear Abby&#44;<br><br>I&#39;m having some trouble with [blank] and would like your advice.
CAH,f,0,1,Due to a PR fiasco&#44; Walmart no longer offers [blank].
CAH,f,0,1,During his childhood&#44; Salvador Dal&iacute; produced hundreds of paintings of [blank].
CAH,f,0,1,During Picasso&#39;s often-overlooked Brown Period&#44; he produced hundreds of paintings of [blank].
CAH,f,0,1,During Picasso&#39;s often-overlooked Brown Period&#44; he produced hundreds of paintings of [blank].
CAH,f,0,1,During sex&#44; I like to think about [blank].
CAH,f,0,1,During sex&#44; I like to think about [blank].
CAH,f,0,1,During sex&#44; I like to think about [blank].
CAH,f,0,2,For my next trick&#44; I will pull [blank] out of [blank].
CAH,f,0,2,For my next trick&#44; I will pull [blank] out of [blank].
CAH,f,0,2,For my next trick&#44; I will pull [blank] out of [blank].
CAH,f,0,1,Here is the church<br>Here is the steeple<br>Open the doors<br>And there is [blank].
CAH,f,0,1,How am I maintaining my relationship status?
CAH,f,0,1,How am I maintaining my relationship status?
CAH,f,0,1,How am I maintaining my relationship status?
CAH,f,0,1,How did I lose my virginity?
CAH,f,0,1,I do not know with which weapons World War III will be fought&#44; but World War IV will be fought with [blank].
CAH,f,0,1,I do not know with which weapons World War III will be fought&#44; but World War IV will be fought with [blank].
CAH,f,0,1,I do not know with which weapons World War III will be fought&#44; but World War IV will be fought with [blank].
CAH,f,0,1,I drink to forget [blank].
CAH,f,0,1,I drink to forget [blank].
CAH,f,0,1,I drink to forget [blank].
CAH,f,0,1,I got 99 problems but [blank] ain&#39;t one.
CAH,f,0,1,I got 99 problems but [blank] ain&#39;t one.
CAH,f,0,1,I got 99 problems but [blank] ain&#39;t one.
CAH,f,0,2,I never truly understood [blank] until I encountered [blank].
CAH,f,0,2,I never truly understood [blank] until I encountered [blank].
CAH,f,0,2,I never truly understood [blank] until I encountered [blank].
CAH,f,0,1,I wish I hadn&#39;t lost the instruction manual for [blank].
CAH,f,0,1,I&#39;m sorry&#44; Professor&#44; but I couldn&#39;t complete my homework because of [blank].
CAH,f,0,1,I&#39;m sorry&#44; Professor&#44; but I couldn&#39;t complete my homework because of [blank].
CAH,f,0,1,I&#39;m sorry&#44; Professor&#44; but I couldn&#39;t complete my homework because of [blank].
CAH,f,0,1,In 1&#44;000 years&#44; when paper money is a distant memory&#44; how will we pay for goods and services?
CAH,f,0,1,In 1&#44;000 years&#44; when paper money is but a distant memory&#44; [blank] will be our currency.
CAH,f,0,1,In 1&#44;000 years&#44; when paper money is but a distant memory&#44; [blank] will be our currency.
CAH,f,0,2,In a world ravaged by [blank]&#44; our only solace is [blank].
CAH,f,0,2,In a world ravaged by [blank]&#44; our only solace is [blank].
CAH,f,0,2,In a world ravaged by [blank]&#44; our only solace is [blank].
CAH,f,0,1,In an attempt to reach a wider audience&#44; the Smithsonian Museum of Natural History has opened an interactive exhibit on [blank].
CAH,f,0,1,In an attempt to reach a wider audience&#44; the Smithsonian Museum of Natural History has opened an interactive exhibit on [blank].
CAH,f,0,2,In his new summer comedy&#44; Rob Schneider is [blank] trapped in the body of [blank].
CAH,f,0,1,In L.A. County Jail&#44; word is you can trade 200 cigarettes for [blank].
CAH,f,0,1,In L.A. County Jail&#44; word is you can trade 200 cigarettes for [blank].
CAH,f,0,2,In M. Night Shyamalan&#39;s new movie&#44; Bruce Willis discovers that [blank] had really been [blank] all along.
CAH,f,0,2,In M. Night Shyamalan&#39;s new movie&#44; Bruce Willis discovers that [blank] had really been [blank] all along.
CAH,f,0,2,In M. Night Shyamalan&#39;s new movie&#44; Bruce Willis discovers that [blank] had really been [blank] all along.
CAH,f,0,1,In Michael Jackson&#39;s final moments&#44; he thought about [blank].
CAH,f,0,1,In Michael Jackson&#39;s final moments&#44; he thought about [blank].
CAH,f,0,1,In Michael Jackson&#39;s final moments&#44; he thought about [blank].
CAH,f,0,1,In the new Disney Channel Original Movie&#44; Hannah Montana struggles with [blank] for the first time.
CAH,f,0,1,In the new Disney Channel Original Movie&#44; Hannah Montana struggles with [blank] for the first time.
CAH,f,0,1,In the new Disney Channel Original Movie&#44; Hannah Montana struggles with [blank] for the first time.
CAH,f,0,1,Instead of coal&#44; Santa now gives the bad children [blank].
CAH,f,0,1,Instead of coal&#44; Santa now gives the bad children [blank].
CAH,f,0,1,Instead of coal&#44; Santa now gives the bad children [blank].
CAH,f,0,1,It&#39;s a pity that kids these days are all getting involved with [blank].
CAH,f,0,1,It&#39;s a pity that kids these days are all getting involved with [blank].
CAH,f,0,1,It&#39;s a pity that kids these days are all getting involved with [blank].
CAH,f,0,1,Life for American Indians was forever changed when the White Man introduced them to [blank].
CAH,f,0,1,Life for American Indians was forever changed when the White Man introduced them to [blank].
CAH,f,0,1,Life was difficult for cavemen before [blank].
CAH,f,0,2,Lifetime&reg; presents [blank]&#44; the story of [blank].
CAH,f,0,2,Lifetime&reg; presents [blank]&#44; the story of [blank].
CAH,f,0,2,Lifetime&reg; presents [blank]&#44; the story of [blank].
CAH,f,0,1,Major League Baseball has banned [blank] for giving players an unfair advantage.
CAH,f,0,1,Major League Baseball has banned [blank] for giving players an unfair advantage.
CAH,f,0,1,Major League Baseball has banned [blank] for giving players an unfair advantage.
CAH,f,2,3,Make a haiku.
CAH,f,2,3,Make a haiku.
CAH,f,2,3,Make a haiku.
CAH,f,0,1,Maybe she&#39;s born with it. Maybe it&#39;s [blank].
CAH,f,0,1,Maybe she&#39;s born with it. Maybe it&#39;s [blank].
CAH,f,0,1,MTV&#39;s new reality show features eight washed-up celebrities living with [blank].
CAH,f,0,1,MTV&#39;s new reality show features eight washed-up celebrities living with [blank].
CAH,f,0,1,MTV&#39;s new reality show features eight washed-up celebrities living with [blank].
CAH,f,0,1,Next from J.K. Rowling: Harry Potter and the Chamber of [blank].
CAH,f,0,1,Next from J.K. Rowling: Harry Potter and the Chamber of [blank].
CAH,f,0,1,Next from J.K. Rowling: Harry Potter and the Chamber of [blank].
CAH,f,0,1,Next on ESPN2&#44; the World Series of [blank].
CAH,f,0,1,Next on ESPN2&#44; the World Series of [blank].
CAH,f,0,2,Rumor has it that Vladimir Putin&#39;s favorite delicacy is [blank] stuffed with [blank].
CAH,f,0,2,Rumor has it that Vladimir Putin&#39;s favorite delicacy is [blank] stuffed with [blank].
CAH,f,0,2,Rumor has it that Vladimir Putin&#39;s favorite delicacy is [blank] stuffed with [blank].
CAH,f,0,2,Step 1: [blank]. Step 2: [blank]. Step 3: Profit.
CAH,f,0,2,Step 1: [blank]. Step 2: [blank]. Step 3: Profit.
CAH,f,0,1,Studies show that lab rats navigate mazes 50% faster after being exposed to [blank].
CAH,f,0,1,Studies show that lab rats navigate mazes 50% faster after being exposed to [blank].
CAH,f,0,1,Studies show that lab rats navigate mazes 50% faster after being exposed to [blank].
CAH,f,0,2,That&#39;s right&#44; I killed [blank]. How&#44; you ask? [blank].
CAH,f,0,2,That&#39;s right&#44; I killed [blank]. How&#44; you ask? [blank].
CAH,f,0,2,That&#39;s right&#44; I killed [blank]. How&#44; you ask? [blank].
CAH,f,0,1,The class field trip was completely ruined by [blank].
CAH,f,0,1,The class field trip was completely ruined by [blank].
CAH,f,0,1,The class field trip was completely ruined by [blank].
CAH,f,0,1,The Smithsonian Museum of Natural History has just opened an exhibit on [blank].
CAH,f,0,1,This is the way the world ends \ This is the way the world ends \ Not with a bang but with [blank].
CAH,f,0,1,This is the way the world ends \ This is the way the world ends \ Not with a bang but with [blank].
CAH,f,0,1,This is the way the world ends \ This is the way the world ends \ Not with a bang but with [blank].
CAH,f,0,1,TSA guidelines now prohibit [blank] on airplanes.
CAH,f,0,1,TSA guidelines now prohibit [blank] on airplanes.
CAH,f,0,1,TSA guidelines now prohibit [blank] on airplanes.
CAH,f,0,1,War!<br><br>What is it good for?
CAH,f,0,1,War!<br><br>What is it good for?
CAH,f,0,1,War!<br><br>What is it good for?
CAH,f,0,1,What am I giving up for Lent?
CAH,f,0,1,What am I giving up for Lent?
CAH,f,0,1,What am I giving up for Lent?
CAH,f,0,1,What are my parents hiding from me?
CAH,f,0,1,What are my parents hiding from me?
CAH,f,0,1,What are my parents hiding from me?
CAH,f,0,1,What did I bring back from Mexico?
CAH,f,0,1,What did I bring back from Mexico?
CAH,f,0,1,What did I bring back from Mexico?
CAH,f,0,1,What did the U.S. airdrop to the children of Afghanistan?
CAH,f,0,1,What did the U.S. airdrop to the children of Afghanistan?
CAH,f,0,1,What did the U.S. airdrop to the children of Afghanistan?
CAH,f,0,1,What did Vin Diesel eat for dinner?
CAH,f,0,1,What did Vin Diesel eat for dinner?
CAH,f,0,1,What did Vin Diesel eat for dinner?
CAH,f,0,1,What do old people smell like? 
CAH,f,0,1,What do old people smell like? 
CAH,f,0,1,What do old people smell like? 
CAH,f,0,1,What does Dick Cheney prefer?
CAH,f,0,1,What does Dick Cheney prefer?
CAH,f,0,1,What does Dick Cheney prefer?
CAH,f,0,1,What don&#39;t you want to find in your Chinese food?
CAH,f,0,1,What don&#39;t you want to find in your Chinese food?
CAH,f,0,1,What don&#39;t you want to find in your Kung Pao chicken?
CAH,f,0,1,What ended my last relationship?
CAH,f,0,1,What ended my last relationship?
CAH,f,0,1,What ended my last relationship?
CAH,f,0,1,What gets better with age?
CAH,f,0,1,What gets better with age?
CAH,f,0,1,What gets better with age?
CAH,f,0,1,What gives me uncontrollable gas?
CAH,f,0,1,What gives me uncontrollable gas?
CAH,f,0,1,What gives me uncontrollable gas?
CAH,f,0,1,What helps Obama unwind?
CAH,f,0,1,What helps Obama unwind?
CAH,f,0,1,What helps Obama unwind?
CAH,f,0,1,What is Batman&#39;s guilty pleasure?
CAH,f,0,1,What is Batman&#39;s guilty pleasure?
CAH,f,0,1,What is Batman&#39;s guilty pleasure?
CAH,f,0,1,What never fails to liven up the party?
CAH,f,0,1,What never fails to liven up the party?
CAH,f,0,1,What never fails to liven up the party?
CAH,f,0,1,What will always get you laid?
CAH,f,0,1,What will always get you laid?
CAH,f,0,1,What will always get you laid?
CAH,f,0,1,What will I bring back in time to convince people that I am a powerful wizard?
CAH,f,0,1,What will I bring back in time to convince people that I am a powerful wizard?
CAH,f,0,1,What will I bring back in time to convince people that I am a powerful wizard?
CAH,f,0,1,What would grandma find disturbing&#44; yet oddly charming?
CAH,f,0,1,What would grandma find disturbing&#44; yet oddly charming?
CAH,f,0,1,What would grandma find disturbing&#44; yet oddly charming?
CAH,f,0,1,What&#39;s a girl&#39;s best friend?
CAH,f,0,1,What&#39;s a girl&#39;s best friend?
CAH,f,0,1,What&#39;s a girl&#39;s best friend?
CAH,f,0,1,What&#39;s my anti-drug?
CAH,f,0,1,What&#39;s my anti-drug?
CAH,f,0,1,What&#39;s my anti-drug?
CAH,f,0,1,What&#39;s my secret power?
CAH,f,0,1,What&#39;s my secret power?
CAH,f,0,1,What&#39;s my secret power?
CAH,f,0,1,What&#39;s Teach for America using to inspire inner city students to succeed?
CAH,f,0,1,What&#39;s Teach for America using to inspire inner city students to succeed?
CAH,f,0,1,What&#39;s Teach for America using to inspire inner city students to succeed?
CAH,f,0,1,What&#39;s that smell?
CAH,f,0,1,What&#39;s that smell?
CAH,f,0,1,What&#39;s that smell?
CAH,f,0,1,What&#39;s that sound?
CAH,f,0,1,What&#39;s that sound?
CAH,f,0,1,What&#39;s that sound?
CAH,f,0,1,What&#39;s the crustiest?
CAH,f,0,1,What&#39;s the crustiest?
CAH,f,0,1,What&#39;s the most emo?
CAH,f,0,1,What&#39;s the most emo?
CAH,f,0,1,What&#39;s the most emo?
CAH,f,0,1,What&#39;s the new fad diet?
CAH,f,0,1,What&#39;s the new fad diet?
CAH,f,0,1,What&#39;s the new fad diet?
CAH,f,0,1,What&#39;s the next Happy Meal&reg; toy?
CAH,f,0,1,What&#39;s the next Happy Meal&reg; toy?
CAH,f,0,1,What&#39;s the next Happy Meal&reg; toy?
CAH,f,0,2,What&#39;s the next superhero/sidekick duo?
CAH,f,0,2,What&#39;s the next superhero/sidekick duo?
CAH,f,0,1,What&#39;s the next superhero?
CAH,f,0,1,What&#39;s there a ton of in heaven?
CAH,f,0,1,What&#39;s there a ton of in heaven?
CAH,f,0,1,What&#39;s there a ton of in heaven?
CAH,f,0,1,When I am a billionare&#44; I shall erect a 50-foot statue to commemorate [blank].
CAH,f,0,1,When I am a billionare&#44; I shall erect a 50-foot statue to commemorate [blank].
CAH,f,0,1,When I am a billionare&#44; I shall erect a 50-foot statue to commemorate [blank].
CAH,f,0,1,When I am the President of the United States&#44; I will create the Department of [blank].
CAH,f,0,1,When I am the President of the United States&#44; I will create the Department of [blank].
CAH,f,0,1,When I am the President of the United States&#44; I will create the Department of [blank].
CAH,f,0,2,When I was tripping on acid&#44; [blank] turned into [blank].
CAH,f,0,2,When I was tripping on acid&#44; [blank] turned into [blank].
CAH,f,0,2,When I was tripping on acid&#44; [blank] turned into [blank].
CAH,f,0,1,When I&#39;m in prison&#44; I&#39;ll have [blank] smuggled in.
CAH,f,0,1,When Pharaoh remained unmoved&#44; Moses called down a plague of [blank].
CAH,f,0,1,When Pharaoh remained unmoved&#44; Moses called down a plague of [blank].
CAH,f,0,1,When Pharaoh remained unmoved&#44; Moses called down a plague of [blank].
CAH,f,0,1,While the United States raced the Soviet Union to the moon&#44; the Mexican government funneled millions of pesos into research on [blank].
CAH,f,0,1,While the United States raced the Soviet Union to the moon&#44; the Mexican government funneled millions of pesos into research on [blank].
CAH,f,0,1,While the United States raced the Soviet Union to the moon&#44; the Mexican government funneled millions of pesos into research on [blank].
CAH,f,0,1,White people like [blank].
CAH,f,0,1,White people like [blank].
CAH,f,0,1,White people like [blank].
CAH,f,0,1,Who stole the cookies from the cookie jar?
CAH,f,0,1,Why am I sticky?
CAH,f,0,1,Why am I sticky?
CAH,f,0,1,Why am I sticky?
CAH,f,0,1,Why can&#39;t I sleep at night?
CAH,f,0,1,Why can&#39;t I sleep at night?
CAH,f,0,1,Why can&#39;t I sleep at night?
CAH,f,0,1,Why do I hurt all over?
CAH,f,0,1,Why do I hurt all over?
CAH,f,0,1,Why do I hurt all over?
CAHP,f,2,3,[blank] + [blank] = [blank].
CAHP,f,0,1,[blank] Dla Ciebie&#44; dla Rodziny.
CAHP,f,0,1,[blank] dobry do ostaniej kropli.
CAHP,f,0,1,[blank] Pištka stary!.
CAHP,f,0,1,[blank] Tak chce umrzeć.
CAHP,f,0,2,[blank] to pierwszy krok do [blank].
CAHP,f,0,1,[blank] To pułapka!.
CAHP,f,0,2,[blank] władca mojego [blank].
CAHP,f,0,1,[blank]? Istnieje aplikacja&#44; która to robi.
CAHP,f,0,1,Antropologowie odkryli ostatnio starożyne plemię czczšce [blank].
CAHP,f,0,1,Badania wykazujš&#44; że myszy laboratotyjne pokonujš labirynt 50% wybciej po kontakcie z [blank].
CAHP,f,0,1,Biali ludzie lubiš [blank].
CAHP,f,0,1,By przycišgnšć więcej goci&#44; Muzeum Narodowe otworzyło interaktywny eksponat z [blank].
CAHP,f,0,1,Co będzie następnš zabawkš w zestawie Happy Meal?.
CAHP,f,0,2,Co będzie następnym duetem superbohaterów?.
CAHP,f,0,1,Co Bogusław Linda jadł na obiad?.
CAHP,f,0,1,Co jest kolejnš modnš dietš?.
CAHP,f,0,1,Co jest moim narkotykiem?.
CAHP,f,0,1,Co jest mojš super mocš?.
CAHP,f,0,1,Co jest najbardziej chrupišce?.
CAHP,f,0,1,Co jest najbardziej emo?.
CAHP,f,0,1,Co jest najlepszym przyjacielem kobiety?.
CAHP,f,0,1,Co pomaga Obamie się wyluzować?.
CAHP,f,0,1,Co powoduje u mnie gazy?.
CAHP,f,0,1,CO preferuje Janusz Korwin-Mikke?.
CAHP,f,0,1,Co przywiozłem z Turcji?.
CAHP,f,0,1,Co sprowadzę z przyszłoci by przekonać ludzi&#44; że jestem potężnym czarodziejem [blank].
CAHP,f,0,1,Co staje się lepsze z wiekiem?.
CAHP,f,0,1,Co tak pachnie?.
CAHP,f,0,1,Co to za dżwięk?.
CAHP,f,0,1,Co to za plama na mojej kanapie? [blank].
CAHP,f,0,1,Co ukrywajš przede mnš rodzice?.
CAHP,f,0,1,Co USA wysyłało dzieciom w Afganistanie?.
CAHP,f,0,1,Co zakończyło mój ostatni zwišzek?.
CAHP,f,0,1,Co zawsze rozkręca imprezy?.
CAHP,f,0,1,Czego jest pełno w niebie?.
CAHP,f,0,1,Czego nie chcielibyce znależć w chińskim żarciu?.
CAHP,f,0,1,Czego wstydzi się Batman? .
CAHP,f,0,1,Czym mierdzš starzy ludzie?.
CAHP,f,0,1,Czym dla Ciebie jest bóg [blank].
CAHP,f,0,1,Dlaczego moja siostra ma gumowego penisa? [blank].
CAHP,f,0,1,Do teatrów wchodzi musical o [blank].
CAHP,f,0,1,Drogie Bravo&#44; mam problem z [blank].
CAHP,f,0,1,Gdy Faraon nie dawał się przekonać Mojżesz zesłał plagę [blank].
CAHP,f,0,1,Gdy USA cigało się ze Zwišzkiem Radzieckim na księżyc&#44; rzšd Meksyku wydał milion pesos na [blank].
CAHP,f,0,1,Jak będę miliarderem&#44; to wzniosę 50 metrowy pomnik na czeć [blank].
CAHP,f,0,1,Jak będę premierem&#44; to stworze Ministerstwo [blank].
CAHP,f,0,2,Jak byłem na kwasie&#44; to [blank] zmienił się w [blank].
CAHP,f,0,2,Jako moja nastepnš sztuczkę&#44; wycišgne [blank] z [blank].
CAHP,f,0,2,Kiedy byłem/am na dragach&#44; [blank] zamieniło się w [blank]..
CAHP,f,0,2,Krok 1: [blank] Krok 2: [blank] Krok 3: Profity.
CAHP,f,0,1,Medycyna alternatywna zaczęła doceniać właciwoci lecznicze [blank].
CAHP,f,0,1,Może to jej urok&#44; a może to [blank].
CAHP,f,0,1,Murzyn w stroju banana [blank].
CAHP,f,0,1,Na co zawsze można poderwać laskę?.
CAHP,f,0,1,Na żywo&#44; tylko w Polsat Sport: Cykl turniejów [blank].
CAHP,f,0,2,Nagrodę za [blank] otrzymuje [blank].
CAHP,f,0,1,Następna ksišżka JK Rowling będzie nosiła tytuł: Harry Potter i Komnata [blank].
CAHP,f,0,1,Nie wiem czym będzie sie walczyć podczas trzeciej wojny wiatowej&#44; ale podczas czwartej wojny wiatowej będzie się walczyć [blank].
CAHP,f,0,2,Nigdy nie rozumiałem [blank] dopóki nie [blank].
CAHP,f,0,1,Picasso w czasie swoich twórczych eksperymentów z uproszczeniem formy stworzył setki obrazów przedstawiajšcych [blank].
CAHP,f,0,1,Pije by zapomnieć o [blank].
CAHP,f,0,2,Plotka głosi&#44; że ulubionym daniem Władimira Putina jest [blank] nadziewane [blank].
CAHP,f,0,1,Po trzęsieniu ziemi&#44; Miley Cyrus podarowała ludziom z Haiti [blank].
CAHP,f,0,1,Po wielkiej powodzi w 2010 roku&#44; jako pomoc&#44; polski rzšd zorganizował powodzianom [blank].
CAHP,f,0,1,Podczas lotu samolotem zabrania się [blank].
CAHP,f,0,1,Przepraszam profesorze&#44; ale nie mogłem obronić pracy domowej przez [blank].
CAHP,f,0,1,Przez co cały się kleje?.
CAHP,f,0,1,Przez co nie mogę spać w nocy?.
CAHP,f,0,1,Przez co wszystko mnie boli?.
CAHP,f,0,1,Przy pomocy czego polski rzšd wspiera studentów z regionów wiejskich?.
CAHP,f,0,1,PZPN zakazał [blank] bowiem dawało to graczš niesprawiedliwš przewagę.
CAHP,f,0,1,Romantyczna kolacja ze wiecami nie może obejć się bez [blank].
CAHP,f,2,3,Stwórz Haiku.
CAHP,f,0,2,Tak&#44; to ja zabiłem [blank] Pytacie jak? [blank].
CAHP,f,0,1,Tato&#44; dlaczego mama płacze?.
CAHP,f,0,1,To straszna szkoda&#44; że wszystkie dzieci w dzisijszych czasach majš do czynienia z [blank].
CAHP,f,0,1,TV Mango prezentuje [blank].
CAHP,f,0,2,TVP Kultura przedstawia film dokumentalny pt. [blank] nieznana historia [blank].
CAHP,f,0,2,W wiecie zniszczonym przez [blank] naszš jedynš nadziejš będzie [blank].
CAHP,f,0,1,W czasie seksu lubię myleć o [blank].
CAHP,f,0,1,W dzisiejszych czasach niegrzeczne dzieci zamiast rózgi dostajš pod choinkę [blank].
CAHP,f,0,1,W jaki sposób udaje mi się utrzymać mój zwišzek?.
CAHP,f,0,2,W nowym filmie akcji Bruca willis odkrywa&#44; że [blank] był tak naprawdę [blank].
CAHP,f,0,1,W nowym filmnie Disnaya Hannah Montana po raz pierwszy zmaga się z [blank].
CAHP,f,0,1,W nowym reality show MTV omiu celebrytom wprowadza się do domu z [blank].
CAHP,f,0,1,W ostatnich chwilach swego życia Michael Jackson mylał o [blank].
CAHP,f,0,1,W wiezieniu za 200 fajek dostaniesz [blank].
CAHP,f,0,1,Wielka miłoć do [blank].
CAHP,f,0,1,Wojna! jaki z niej pożytek?.
CAHP,f,0,1,Wycieczka szkolna została zrujnowana przez [blank].
CAHP,f,0,2,Wymiliłe włanie nowš postać do lola nazwałe jš [blank] jej głównš umiejętnociš będzie [blank].
CAHP,f,0,1,Z czego rezygnuje w czasie postu?.
CAHP,f,0,1,Za 1000lat zamiast papierowych pieniędzy będziemy używać [blank].
CAHP,f,0,1,Zanim Pana zabije&#44; Panie Bond&#44; muszę pokazać Panu [blank].
CAHP,f,0,1,Życie indian zostało na zawsze zmienione gdy biały człowiek pokazał im [blank].
CAN,f,0,1,Air Canada guidelines now prohibit [blank] on airplanes.
CAN,f,0,2,CTV presents [blank]&#44; the story of [blank].
CAN,f,0,1,In an attempt to reach a wider audience&#44; the Royal Ontario Museum has opened an interactive exhibit on [blank].
CAN,f,0,1,O Canada&#44; we stand on guard for [blank].
CAN,f,0,1,What&#39;s the Canadian government using to inspire rural students to succeed?
DAH,t,0,1,[blank]&#44; the one you want to get DDoS&#39;d
DAH,t,0,1,And here we have [blank]. Strike it&#39;s weakness for MASSIVE damage!
DAH,t,0,1,Bro&#39;s Angels. We [blank] hard.
DAH,t,0,1,But Beardman! Why do you think that [blank]?
DAH,t,0,1,Come on and slam&#44; and welcome to the [blank].
DAH,t,0,1,GaLmHD is so pro at almost every game he plays yet he can`t play[blank]!
DAH,t,0,2,GTA shenanigans would not be GTA shenanigans without Seananners dropping [blank] on [blank].
DAH,t,0,1,I AM THE [blank] CZAR!!!
DAH,t,0,1,I give this game a rating of [blank].
DAH,t,0,1,I&#39;m sorry Timmy&#44; but I must [blank] you.
DAH,t,0,1,In [blank] We Trust.
DAH,t,0,2,In his new Co-op work SSoHPKC will be playing [blank] with [blank].
DAH,t,0,1,In the next episode of Press Heart to Continue: Dodger talks about [blank].
DAH,t,0,1,In this week&#39;s gauntlet&#44; ChilledChaos challenges Tehsmarty to [blank].
DAH,t,0,1,In this week&#39;s gauntlet&#44; Tehsmarty challenges ChilledChaos to [blank].
DAH,t,0,1,In today&#39;s Driftor in-depth episode we shall look at [blank].
DAH,t,0,1,It took hours to edit [blank] into the video.
